var_id	tag	cdx_name	array	notes
0x0000	AAS		g1	INACT; value=40
0x0001	ABS		g1	INACT; value=64
0x0002	ADU		g1	value=192
0x0003	AEU		g1	value=192
0x0004	AHD		g1	INACT; value=64
0x0005	ASN		g1	INACT; value=64
0x0006	AUI		g1	INACT; value=64
0x0007	SP3		g1	value=25
0x0008	AVU		g1	value=150
0x0009	IAR		g1	value=192
0x000A	BTV	BluetoothApplicationIdentifier	g1	value=32
0x000B	BBV	BluetoothBootloaderIdentifier	g1	value=32
0x000C	BA0		g1	value=13
0x000D	BP0		g1	value=65
0x000E	BFI		g1	value=13
0x000F	BMF		g1	value=13
0x0010	BTN	BluetoothName	g1	value=20
0x0011	BPK		g1	value=4
0x0012	BPM	BluetoothProductModel	g1	value=50
0x0013	BPP	BluetoothProductProvider	g1	value=50
0x0014	BID	BootloaderIdentifier	g1	value=64
0x0015	CMD	CamlData	g1	value=2000
0x0016	CDP	CellularDataPreamble	g1	value=64
0x0017	CCD	SIMID	g1	value=20
0x0018	CIE	IMEI	g1	value=15
0x0019	CIM	IMSI	g1	value=15
0x001A	CPM	CellularProductModel	g1	value=50
0x001B	CPP	CellularProductProvider	g1	value=50
0x001C	CSI	CellularApplicationIdentifier	g1	value=100
0x001D	CLA	AccessPointName	g1	value=128
0x001E	CLU	ServiceHost	g1	value=192
0x001F	PUR		g1	value=192
0x0020	CID	ConfigurationIdentifier	g1	value=64
0x0021	CP3		g1	value=25
0x0022	CP1		g1	value=12
0x0023	DAT		g1	value=32
0x0024	DVT		g1	value=32
0x0025	DEJ		g1	value=32
0x0026	DEH		g1	value=32
0x0027	IAT		g1	value=32
0x0028	DCE		g1	value=32
0x0029	DTC		g1	value=32
0x002A	DPD		g1	value=32
0x002B	DAA		g1	value=32
0x002C	DEF		g1	value=32
0x002D	DEL		g1	value=32
0x002E	DER		g1	value=32
0x002F	DOT		g1	value=32
0x0030	DTT		g1	value=32
0x0031	URI		g1	value=192
0x0032	DGE		g1	value=32
0x0033	IPT		g1	value=32
0x0034	MLT		g1	value=32
0x0035	DMT		g1	value=32
0x0036	MPT		g1	value=32
0x0037	DMF		g1	value=32
0x0038	DRT		g1	value=32
0x0039	DCT		g1	value=32
0x003A	DSF		g1	value=32
0x003B	DDT		g1	value=32
0x003C	SVE		g1	value=32
0x003D	DNF		g1	value=32
0x003E	DNS		g1	value=32
0x003F	DHT		g1	value=32
0x0040	DHE		g1	value=32
0x0041	DEV		g1	value=32
0x0042	DET		g1	value=32
0x0043	DTF		g1	value=32
0x0044	DPT		g1	value=32
0x0045	DUT		g1	value=32
0x0046	DMV	DataModelVersionIdentifier	g1	value=32
0x0047	UDI	FdaUniqueDeviceIdentifier	g1	value=86
0x0048	FGT		g1	value=16
0x0049	FSN		g1	value=16
0x004A	AAG		g1	value=30
0x004B	GCD		g1	value=29
0x004C	ANA		g1	value=1
0x004D	GSD		g1	value=32
0x004E	HPI		g1	value=32
0x004F	HSN		g1	value=18
0x0050	HVI		g1	value=16
0x0051	IUR		g1	value=192
0x0052	LAB		g1	value=64
0x0053	LAI		g1	value=64
0x0054	LFB		g1	value=64
0x0055	LFS		g1	value=64
0x0056	LCT		g1	value=128
0x0057	LUR		g1	value=192
0x0058	MD0		g1	value=1368
0x0059	MD1		g1	value=1368
0x005A	MSM		g1	value=30
0x005B	MUR		g1	value=192
0x005C	QCD		g1	value=8
0x005D	QCO		g1	value=16
0x005E	QCV		g1	value=8
0x005F	OAA		g1	value=13
0x0060	OAN		g1	value=30
0x0061	ON0		g1	value=30
0x0062	ON1		g1	value=30
0x0063	ON2		g1	value=30
0x0064	ON3		g1	value=30
0x0065	ON4		g1	value=30
0x0066	OSN		g1	value=30
0x0067	PCB	HardwareIdentifier	g1	value=50
0x0068	MAD	ApplicationData	g1	value=1024
0x0069	PCD	ProductCode	g1	value=10
0x006A	PGI	ProductGeographicIdentifier	g1	value=60
0x006B	PNA	ProductName	g1	value=32
0x006C	PVI	ProfileVariantIdentifier	g1	value=36
0x006D	RUR		g1	value=192
0x006E	SRN	SerialNumber	g1	value=18
0x006F	SVC		g1	value=3
0x0070	SID	ApplicationIdentifier	g1	value=64
0x0071	SP1		g1	value=12
0x0072	GUD	UniversalIdentifier	g1	value=36
0x0073	ZRG		g1	value=16
0x0074	ABH	AmbientHumidity-Estimated	g2	0..100 step 0.1
0x0075	FLW	RawFlow	g2	-30000..30000 step 1
0x0076	PRS	AdcPressure	g2	0..4095 step 1
0x0077	ATH		g2	0..4095 step 1
0x0078	ATL		g2	0..4095 step 1
0x0079	ATM		g2	0..4095 step 1
0x007A	HMA	HerAuto-MaxPressure	g2	active_vids=3; 4..20 step 0.2; modes=HerAuto
0x007B	HMI	HerAuto-MinPressure	g2	active_vids=3; 4..20 step 0.2; modes=HerAuto
0x007C	HSP	HerAuto-StartPressure	g2	active_vids=3; 4..20 step 0.2
0x007D	AHI	Summary-ApneaHypopneaIndex	g2	0..240 step 0.1
0x007E	AHC		g2	0..4095 step 1
0x007F	ASC	Summary-ApneaIndex	g2	0..240 step 0.1
0x0080	TAE		g2	-2147483647..2147483647 step 1
0x0081	AAU		g2	0..2147483647 step 1
0x0082	ADI		g2	1..64 step 1
0x0083	AEI		g2	1..64 step 1
0x0084	AIU		g2	0..2147483647 step 1
0x0085	ACV		g2	0..2147483647 step 1
0x0086	ESR		g2	0..2147483647 step 1
0x0087	AVC		g2	0..2147483647 step 1
0x0088	ATF		g2	0..2147483647 step 1
0x0089	LPR		g2	-10..45 step 0.02
0x008A	LPF		g2	-10..45 step 0.02
0x008B	AV9		g2	INACT; 0..30 step 0.125
0x008C	AVA		g2	INACT; 0..30 step 0.125
0x008D	AVM		g2	INACT; 0..30 step 0.125
0x008E	AHR	RawAmbHumidity	g2	0..65535 step 1
0x008F	ALS	AmbientLight	g2	0..120000 step 1
0x0090	APS		g2	-2147483647..2147483647 step 1
0x0091	ATR	RawAmbTemperature	g2	0..65535 step 1
0x0092	AVS		g2	0..2147483647 step 1
0x0093	APC		g2	0..3000 step 1
0x0094	ATC		g2	0..3000 step 1
0x0095	DUR		g2	0..120 step 1
0x0096	APP		g2	0..20 step 0.2
0x0097	AP5	ApneaTreatmentPressure-50hz	g2	0..20 step 0.2
0x0098	APV	ApneaAlarmThreshold	g2	INACT; 10..60 step 1
0x0099	AID		g2	0..2147483647 step 1
0x009A	ASP		g2	-10..45 step 0.2
0x009B	APT		g2	0..2147483647 step 1
0x009C	XD1	ASVAuto-MaxExpiratoryPressure	g2	active_vids=12; 4..15 step 0.2; modes=ASVAuto
0x009D	XD3	ASVAuto-MaxPressureSupport	g2	active_vids=12; 5..20 step 0.2; modes=ASVAuto
0x009E	XD2	ASVAuto-MinExpiratoryPressure	g2	active_vids=12; 4..15 step 0.2; modes=ASVAuto
0x009F	XD4	ASVAuto-MinPressureSupport	g2	active_vids=12; 0..6 step 0.2; modes=ASVAuto
0x00A0	XD0	ASVAuto-StartPressure	g2	active_vids=12; 4..15 step 0.2
0x00A1	XC2	ASV-MaxPressureSupport	g2	active_vids=12; 5..20 step 0.2; modes=ASV
0x00A2	XC3	ASV-MinPressureSupport	g2	active_vids=12; 0..6 step 0.2; modes=ASV
0x00A3	XC1	ASV-TargetExpiratoryPressure	g2	active_vids=12; 4..15 step 0.2; modes=ASV
0x00A4	XC0	ASV-StartPressure	g2	active_vids=12; 4..15 step 0.2
0x00A5	IAI		g2	1..64 step 1
0x00A6	NSE		g2	0..4095 step 1
0x00A7	ATP		g2	4..25 step 0.2
0x00A8	AT5	AutoSetTreatmentPressure-50hz	g2	4..25 step 0.2
0x00A9	LKP		g2	0..2 step 0.02
0x00AA	AAH		g2	0..100 step 0.1
0x00AB	AUM	Summary-AmbientHumidity-50	g2	0..100 step 0.1
0x00AC	AAP		g2	INACT; 700..1100 step 1
0x00AD	ABP	HeatedTubePWMMinuteAverage	g2	0..100 step 0.1
0x00AE	AHM	Summary-HeatedTubePower-50	g2	0..100 step 0.1
0x00AF	HTA	HeatedTubeOutletTemperatureMinuteAverage	g2	0..40 step 0.1
0x00B0	HTE	Summary-HeatedTubeTemperature-50	g2	0..40 step 0.1
0x00B1	HHT	HumidifierPlateTemperatureMinuteAverage	g2	0..100 step 0.1
0x00B2	HHE	Summary-HumidifierTemperature-50	g2	0..100 step 0.1
0x00B3	AHP	HumidifierPWMMinuteAverage	g2	0..100 step 0.1
0x00B4	APM	Summary-HumidifierPower-50	g2	0..100 step 0.1
0x00B5	AIP	InspiratoryPressure-OneMinute	g2	0..50 step 0.2
0x00B6	AFL		g2	-4..4 step 0.01
0x00B7	BFM	Summary-BlowerFlow-50	g2	-4..4 step 0.01
0x00B8	BPA	BlowerPressure-OneMinute	g2	-10..45 step 0.02
0x00B9	AEP		g2	0..30 step 0.2
0x00BA	HRV		g2	0..300 step 1
0x00BB	AIE		g2	0..400 step 1
0x00BC	MAP	MaskPressure-OneMinute	g2	0..40 step 0.2
0x00BD	RFA		g2	-2..3 step 0.01
0x00BE	RFM	Summary-RespiratoryFlow-5	g2	-2..3 step 0.01
0x00BF	R95	Summary-RespiratoryFlow-95	g2	-2..3 step 0.01
0x00C0	SAV		g2	0..100 step 1
0x00C1	ATI		g2	0..4 step 1
0x00C2	AIC		g2	0..4095 step 1
0x00C3	EX5		g2	0..10 step 1
0x00C4	IN5		g2	0..10 step 1; modes=Spont,ST,Timed,VAuto,iVAPS,PAC
0x00C5	BIP		g2	0..50 step 0.2
0x00C6	BML		g2	0..2 step 0.02
0x00C7	BMR		g2	0..40 step 0.2
0x00C8	BRF		g2	-2..3 step 0.01
0x00C9	MKI	InspiratoryPressure-TwoSecond	g2	0..50 step 0.2
0x00CA	BFT	BlowerFlow-100hz	g2	-4..4 step 0.01
0x00CB	BFL		g2	-4..4 step 0.01
0x00CC	HFL		g2	-4..4 step 0.01
0x00CD	BFF		g2	-4..4 step 0.01
0x00CE	BPT	BlowerPressure-100hz	g2	-10..45 step 0.02
0x00CF	BPR		g2	-10..45 step 0.02
0x00D0	HPR		g2	-10..45 step 0.02
0x00D1	BP5	Summary-BlowerPressure-5	g2	-10..45 step 0.02
0x00D2	BP9	Summary-BlowerPressure-95	g2	-10..45 step 0.02
0x00D3	BPF		g2	-10..45 step 0.02
0x00D4	BPS	BlowerPressureMonitoring	g2	-10..45 step 0.02
0x00D5	BFC		g2	0..2147483647 step 1
0x00D6	BCV		g2	0..1 step 1
0x00D7	BLC		g2	0..2147483647 step 1
0x00D8	BRC		g2	0..2147483647 step 1
0x00D9	BXC		g2	0..2147483647 step 1
0x00DA	BTC		g2	0..2147483647 step 1
0x00DB	BUC		g2	0..5 step 1
0x00DC	BCD		g2	1..65535 step 1
0x00DD	BLE		g2	0..65535 step 1
0x00DE	MV5		g2	0..30 step 0.125; modes=Spont,ST,Timed,VAuto,ASV,ASVAuto,iVAPS,PAC
0x00DF	MVH	MinuteVentilation-50hz	g2	0..30 step 0.125
0x00E0	MV6	MinuteVentilation	g2	0..30 step 0.125
0x00E1	MV2		g2	0..30 step 0.125
0x00E2	CBP		g2	0..1 step 1
0x00E3	BCP	PeriodicBrokerContactPeriod	g2	60..31536000 step 1
0x00E4	CSC	Summary-ObstructiveApneaIndex	g2	active_vids=3,7; 0..240 step 0.1
0x00E5	BGT		g2	0..2147483647 step 1
0x00E6	CPR	CalibrationPressure	g2	0..45 step 0.2
0x00E7	CSO		g2	-2147483647..2147483647 step 1
0x00E8	ZIS		g2	0..2147483647 step 1
0x00E9	SDU		g2	0..2147483647 step 1
0x00EA	ZCT		g2	0..2147483647 step 1
0x00EB	PTS		g2	0..2147483647 step 1
0x00EC	CAC		g2	0..4095 step 1
0x00ED	AVF		g2	0..30 step 0.125
0x00EE	PCS		g2	0..3000 step 1
0x00EF	TCS		g2	0..3000 step 1
0x00F0	DDD	DownloadBytesDelta	g2	0..2147483647 step 1
0x00F1	DTD		g2	0..2147483647 step 1
0x00F2	DTU		g2	0..2147483647 step 1
0x00F3	DUD	UploadBytesDelta	g2	0..2147483647 step 1
0x00F4	QS2		g2	0..7 step 1
0x00F5	QS3		g2	-20..0 step 1
0x00F6	QS4		g2	-20..0 step 1
0x00F7	QCN		g2	-140..0 step 1
0x00F8	CDC		g2	0..44 step 1
0x00F9	CCF		g2	0..2147483647 step 1
0x00FA	PC0		g2	0..1000 step 1
0x00FB	PC1		g2	0..1000 step 1
0x00FC	PC2		g2	0..1000 step 1
0x00FD	PC3		g2	0..1000 step 1
0x00FE	PC4		g2	0..1000 step 1
0x00FF	CLP	ServicePort	g2	1..65535 step 1
0x0100	L19		g2	0..100 step 1
0x0101	CED	LastEraseDataDateTime	g2	0..2147483647 step 1
0x0102	CAF		g2	0..24836 step 1
0x0103	CCC		g2	0..2147483647 step 1
0x0104	PUI		g2	1..64 step 1
0x0105	IPC	Cpap-SetPressure	g2	4..20 step 0.2; modes=CPAP
0x0106	CSP	CpapSetPressure	g2	0..40 step 0.2
0x0107	ZPR		g2	20..10000 step 20
0x0108	CP2		g2	0..2147483647 step 1
0x0109	CRW		g2	0..2147483647 step 1
0x010A	CSD		g2	0..1440 step 1
0x010B	CSE		g2	0..2147483647 step 1
0x010C	CSS		g2	0..2147483647 step 1
0x010D	DSS	DataCollectAndSend	g2	0..2147483647 step 1
0x010E	ADS	DataCollectAndSendAsync	g2	0..2147483647 step 1
0x010F	DBP		g2	1..64 step 1
0x0110	EID		g2	1..64 step 1
0x0111	PRI		g2	1..64 step 1
0x0112	SPR		g2	1..64 step 1
0x0113	ZS2		g2	0..2147483647 step 1
0x0114	DSM		g2	-2147483647..2147483647 step 1
0x0115	DSD		g2	0..24836 step 1
0x0116	DST		g2	0..2147483647 step 1
0x0117	DDC		g2	0..2147483647 step 1
0x0118	D0A		g2	0..24836 step 1
0x0119	DDU		g2	0..2147483647 step 1
0x011A	D00		g2	-2147483647..2147483647 step 1
0x011B	D01		g2	-2147483647..2147483647 step 1
0x011C	D02		g2	-2147483647..2147483647 step 1
0x011D	D03		g2	-2147483647..2147483647 step 1
0x011E	D04		g2	-2147483647..2147483647 step 1
0x011F	D05		g2	-2147483647..2147483647 step 1
0x0120	D06		g2	-2147483647..2147483647 step 1
0x0121	D07		g2	-2147483647..2147483647 step 1
0x0122	D08		g2	-2147483647..2147483647 step 1
0x0123	D09		g2	-2147483647..2147483647 step 1
0x0124	ZS1		g2	0..2147483647 step 1
0x0125	DRD		g2	0..2147483647 step 1
0x0126	DIT		g2	0..2147483647 step 1
0x0127	EAI		g2	1..2147483647 step 1
0x0128	EIC	CepstrumAverageCount	g2	1..2147483647 step 1
0x0129	ESC		g2	-2147483647..2147483647 step 1
0x012A	EST	CepstrumStartDelay	g2	0..2147483647 step 1
0x012B	MKE	ExpiratoryPressure-TwoSecond	g2	0..30 step 0.2
0x012C	ZTI		g2	0..2147483647 step 1
0x012D	EMS	EraseMediaSignature	g2	0..2147483647 step 1
0x012E	ZLV		g2	0..2147483647 step 1
0x012F	RDP		g2	0..2147483647 step 1
0x0130	EXP	ExpiratoryPressure	g2	0..30 step 0.2
0x0131	EP5	ExpiratoryPressure-50hz	g2	0..30 step 0.2
0x0132	ESP	ExpirationSetPressure	g2	0..40 step 0.2
0x0133	EXT	ExpiratoryDuration	g2	active_vids=7,10; 0..120 step 1
0x0134	EPR	EprPressure	g2	active_vids=3,7; 1..3 step 1; modes=CPAP,AutoSet,HerAuto
0x0135	PE9	Summary-ExpiratoryPressure-95	g2	0..30 step 0.2
0x0136	PEA	Summary-ExpiratoryPressure-100	g2	0..30 step 0.2
0x0137	PEM	Summary-ExpiratoryPressure-50	g2	0..30 step 0.2
0x0138	ZAE		g2	0..9999 step 1
0x0139	TLU		g2	0..2147483647 step 1
0x013A	LKF	Leak	g2	0..2 step 0.02
0x013B	LK5	Leak-50hz	g2	0..2 step 0.02
0x013C	ZLF		g2	0..120 step 0.1; modes=Spont,ST,Timed,VAuto,ASV,ASVAuto,iVAPS,PAC
0x013D	MKF	MaskPressure-TwoSecond	g2	0..40 step 0.2
0x013E	FBD		g2	0..24836 step 1
0x013F	FES		g2	-2147483647..2147483647 step 1
0x0140	FTS		g2	0..24836 step 1
0x0141	FE0		g2	0..2147483647 step 1
0x0142	FM0		g2	0..2147483647 step 1
0x0143	FW0		g2	0..2147483647 step 1
0x0144	FE1		g2	0..2147483647 step 1
0x0145	FM1		g2	0..2147483647 step 1
0x0146	FW1		g2	0..2147483647 step 1
0x0147	FE2		g2	0..2147483647 step 1
0x0148	FM2		g2	0..2147483647 step 1
0x0149	FWC		g2	0..2147483647 step 1
0x014A	FLP		g2	0..20 step 0.2
0x014B	FL5	FlowLimitationTreatmentPressure-50hz	g2	0..20 step 0.2
0x014C	FLG	FlowGain	g2	0.499878..2 step 0.0002442
0x014D	FLZ	FlowOffset	g2	-20000..20000 step 1
0x014E	FID		g2	0..2147483647 step 1
0x014F	FFL	FlowLimitation	g2	active_vids=3,7,12; 0..1 step 1
0x0150	FF5	FlowLimitation-50hz	g2	0..1 step 1
0x0151	APN		g2	-2147483647..2147483647 step 1
0x0152	GDM		g2	0..2147483647 step 1
0x0153	GTC		g2	16..30 step 1
0x0154	GTF		g2	60..86 step 2
0x0155	AHL		g2	-2147483647..2147483647 step 1
0x0156	LCL		g2	-2147483647..2147483647 step 1
0x0157	ALM		g2	-2147483647..2147483647 step 1
0x0158	ZMD		g2	0..255 step 1
0x0159	ZMO		g2	0..255 step 1
0x015A	ZML		g2	0..255 step 1
0x015B	ZUF		g2	0..2147483647 step 1
0x015C	ZCL		g2	0..2147483647 step 1
0x015D	ZCM		g2	0..2147483647 step 1
0x015E	ZUD		g2	0..2147483647 step 1
0x015F	ZUT		g2	0..2147483647 step 1
0x0160	ZUR		g2	0..2147483647 step 1
0x0161	ZCS		g2	0..2147483647 step 1
0x0162	ZRD		g2	0..2147483647 step 1
0x0163	ZST		g2	0..2147483647 step 1
0x0164	ANV		g2	-2147483647..2147483647 step 1
0x0165	ACL		g2	-2147483647..2147483647 step 1
0x0166	PCL		g2	-2147483647..2147483647 step 1
0x0167	AUA		g2	-2147483647..2147483647 step 1
0x0168	HRT	HeartRate	g2	0..300 step 1
0x0169	HR9	Summary-HeartRate-95	g2	0..300 step 1
0x016A	HRX	Summary-HeartRate-100	g2	0..300 step 1
0x016B	HRM	Summary-HeartRate-50	g2	0..300 step 1
0x016C	HTL	HeatedTubeCurrent	g2	0..3300 step 1
0x016D	TPC		g2	0..3750 step 1
0x016E	HP2		g2	0..1 step 0.01
0x016F	HP1		g2	0..1 step 0.01
0x0170	HP0		g2	0..1 step 0.01
0x0171	HBP	HeatedTubePWM	g2	0..100 step 0.1
0x0172	HTT	HeatedTubeOutletTemperature	g2	0..40 step 0.1
0x0173	HBT		g2	0..2147483647 step 1
0x0174	HTU		g2	16..30 step 1
0x0175	HTS	HeatedTubeTemperature	g2	15.6..30 step 0.1
0x0176	HVL		g2	-4..4 step 0.01
0x0177	PZH	PressureOffset	g2	0..4096 step 1
0x0178	PSH	PressureGain	g2	0.00976562..1.000977 step 0.00024414
0x0179	RRR		g2	0..90 step 5; modes=Spont,ST,Timed,VAuto,ASV,ASVAuto,iVAPS,PAC
0x017A	RR5	RespiratoryRate-50hz	g2	0..90 step 5
0x017B	RR6	RespiratoryRate	g2	0..90 step 5
0x017C	RR2		g2	0..90 step 5
0x017D	HSC	Summary-HypopneaIndex	g2	0..240 step 0.1
0x017E	HDR		g2	-8..50 step 1
0x017F	AGT		g2	0..2147483647 step 1
0x0180	HAH		g2	0..1 step 0.01
0x0181	HAT	AmbientTemperature-Estimated	g2	0..100 step 1
0x0182	HPT	HumidifierPlateTemperature	g2	0..100 step 0.1
0x0183	HU2		g2	0..1 step 0.01
0x0184	HU1		g2	0..1 step 0.01
0x0185	HU0		g2	0..1 step 0.01
0x0186	HUP	HumidifierPWM	g2	0..100 step 0.1
0x0187	HME		g2	1..8 step 1
0x0188	HMS	HumidifierLevel	g2	1..8 step 1
0x0189	HYC		g2	0..4095 step 1
0x018A	ILS		g2	4..20 step 1
0x018B	IPS		g2	0..2147483647 step 1
0x018C	INP	InspiratoryPressure	g2	0..50 step 0.2
0x018D	INH	InspiratoryPressure-50hz	g2	0..50 step 0.2
0x018E	ISP	InspirationSetPressure	g2	0..40 step 0.2
0x018F	INT	InspiratoryDuration	g2	active_vids=7,10; 0..10 step 1
0x0190	IUI		g2	1..64 step 1
0x0191	IS9	Summary-InspiratoryDuration-95	g2	active_vids=7,10; 0..10 step 1
0x0192	ISA	Summary-InspiratoryDuration-100	g2	active_vids=7,10; 0..10 step 1
0x0193	ISM	Summary-InspiratoryDuration-50	g2	active_vids=7,10; 0..10 step 1
0x0194	ZDS		g2	0..4 step 0.01
0x0195	EPI	iVAPS-TargetExpiratoryPressure	g2	INACT; 2..25 step 0.2
0x0196	PHT	iVAPS-PatientHeight	g2	INACT; -2147483647..2147483647 step 5
0x0197	PHI		g2	INACT; iVAPS-PatientHeight inches sibling; 44..100 step 2
0x0198	ZIC	LearnTargetsSetDuration	g2	INACT; 5..20 step 5
0x0199	ZIE	LearnTargetsExpiratoryPressure	g2	INACT; 2..25 step 0.2
0x019A	ZLP	LearnTargetsPressureSupport	g2	INACT; 0..28 step 0.2
0x019B	IMX	iVAPS-MaxExpiratoryPressure	g2	INACT; 2..25 step 0.2
0x019C	WPA	iVAPS-MaxPressureSupport	g2	INACT; 4..30 step 0.2; modes=iVAPS
0x019D	ZLL		g2	0..8 step 0.2
0x019E	IMN	iVAPS-MinExpiratoryPressure	g2	INACT; 2..25 step 0.2
0x019F	WPM	iVAPS-MinPressureSupport	g2	INACT; 4..30 step 0.2; modes=iVAPS
0x01A0	ZMV		g2	0..230 step 0.1; modes=iVAPS
0x01A1	IRL	iVAPS-FallTime	g2	INACT; 0.1..0.7 step 0.1; modes=iVAPS
0x01A2	IEX		g2	0..200 step 1; modes=iVAPS
0x01A3	IEN		g2	0..200 step 1; modes=iVAPS
0x01A4	IRT	iVAPS-RiseTime	g2	INACT; 150..900 step 0.05; modes=iVAPS
0x01A5	IVX	iVAPS-SetMaxInspiratoryTime	g2	INACT; 0.3..4 step 0.1; modes=iVAPS
0x01A6	IVN	iVAPS-SetMinInspiratoryTime	g2	INACT; 0.1..4 step 0.1; modes=iVAPS
0x01A7	IVS	iVAPS-StartPressure	g2	INACT; 2..25 step 0.2
0x01A8	IBR	iVAPS-TargetRespiratoryRate	g2	INACT; 0..50 step 1; modes=iVAPS
0x01A9	ITV	iVAPS-TargetAlveolarVentilation	g2	INACT; 0..30 step 0.1; modes=iVAPS
0x01AA	ZVK		g2	0..230000 step 0.1; modes=iVAPS
0x01AB	ZTV		g2	0..230000 step 1; modes=iVAPS
0x01AC	PI9	Summary-InspiratoryPressure-95	g2	0..50 step 0.2
0x01AD	IER		g2	0..400 step 1; modes=Spont,ST,Timed,VAuto,iVAPS,PAC
0x01AE	IET	IeRatio	g2	active_vids=7,10; 0..400 step 1
0x01AF	IE2		g2	active_vids=7,10; 0..400 step 1
0x01B0	PIA	Summary-InspiratoryPressure-100	g2	0..50 step 0.2
0x01B1	PIM	Summary-InspiratoryPressure-50	g2	0..50 step 0.2
0x01B2	IE9	Summary-IeRatio-95	g2	active_vids=7,10; 0..400 step 1
0x01B3	IEA	Summary-IeRatio-100	g2	active_vids=7,10; 0..400 step 1
0x01B4	IEM	Summary-IeRatio-50	g2	active_vids=7,10; 0..400 step 1
0x01B5	KPT	ButtonRegMap	g2	0..255 step 1
0x01B6	PIN		g2	0..240 step 0.1
0x01B7	LBT		g2	0..2147483647 step 1
0x01B8	LDT	LastDataPostDateTime	g2	-2147483647..2147483647 step 1
0x01B9	ZFE		g2	0..24836 step 1
